name,online_order,book_table,rate,votes,location,restaurant_type,cuisines,approx_cost,listed_type,listed_city
Mr. Singh Da Dhaba,True,False,3.6,241,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery,JP Nagar
Lassi Darbar,True,False,3.6,11,BTM,Beverage Shop,"Ice Cream, Juices, Beverages",200,Delivery,JP Nagar
Manchu Cafe,True,False,3.8,23,BTM,Quick Bites,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",300,Delivery,JP Nagar
Boston Barista - Kappayum Curriyum,True,False,3.6,64,BTM,Quick Bites,Kerala,350,Delivery,JP Nagar
Bathinda Junction,True,False,3.8,367,BTM,Casual Dining,North Indian,600,Delivery,JP Nagar
Domino's Pizza,True,False,3.0,348,Bannerghatta Road,Quick Bites,"Pizza, Fast Food",400,Delivery,JP Nagar
FRYBIES,True,False,3.3,15,Bannerghatta Road,Quick Bites,Fast Food,350,Delivery,JP Nagar
Ahmed's Little Hut,True,False,,0,BTM,Quick Bites,Fast Food,250,Delivery,JP Nagar
Thalis Of India,True,False,,0,JP Nagar,Delivery,"South Indian, North Indian, Beverages",500,Delivery,JP Nagar
Chaat Central,True,False,3.3,4,Bannerghatta Road,Food Court,"Street Food, North Indian",300,Delivery,JP Nagar
The Hunger Room,True,False,3.9,37,JP Nagar,Quick Bites,"Continental, Sandwich, Burger, Italian, Salad, Pizza",400,Delivery,JP Nagar
Pappu Chaiwalla,True,False,3.1,89,BTM,Quick Bites,"North Indian, Momos, Rolls, Fast Food",350,Delivery,JP Nagar
Daniyal's,True,False,3.1,42,BTM,Quick Bites,"North Indian, Biryani, Mughlai, Kebab",800,Delivery,JP Nagar
Stoned Monkey,True,False,4.3,864,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500,Delivery,JP Nagar
Eurasia Pasta and Barbeque by Little Italy,True,True,4.1,1064,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200,Delivery,JP Nagar
Biggies Burger 'n' More,True,False,4.1,206,JP Nagar,"Quick Bites, Cafe","Cafe, Burger, Beverages",650,Delivery,JP Nagar
Artinci Artisanal Ice Cream,True,False,,0,JP Nagar,Dessert Parlor,"Desserts, Ice Cream",300,Delivery,JP Nagar
Biryani Miya,True,False,3.7,37,JP Nagar,Delivery,"Biryani, North Indian",600,Delivery,JP Nagar
Banashankari Nati Style,True,False,3.6,8,JP Nagar,Quick Bites,South Indian,300,Delivery,JP Nagar
Pure & Natural,True,False,3.9,212,Jayanagar,Casual Dining,"Healthy Food, Beverages, Fast Food",500,Delivery,JP Nagar
Kanti Bakes & Flakes,True,False,,0,Bannerghatta Road,Dessert Parlor,"Desserts, Mithai",300,Delivery,JP Nagar
Soup Station,True,False,3.7,11,Bannerghatta Road,Quick Bites,Continental,250,Delivery,JP Nagar
C Corner,True,False,3.2,36,Kumaraswamy Layout,Quick Bites,"Fast Food, Street Food",200,Delivery,JP Nagar
Cravy Wings,True,False,4.2,289,Bannerghatta Road,Quick Bites,"American, Burger, Fast Food",400,Delivery,JP Nagar
Waffle Walle,True,False,4.4,677,Bannerghatta Road,Kiosk,"Desserts, Belgian, Beverages",500,Delivery,JP Nagar
Pancuzzi,True,False,4.2,170,JP Nagar,Cafe,"Cafe, Beverages, Desserts",600,Delivery,JP Nagar
Cafe Coffee Day,True,False,3.7,28,Bannerghatta Road,Cafe,"Cafe, Fast Food",900,Delivery,JP Nagar
Khan Saheb Grills and Rolls,True,False,3.9,135,Jayanagar,Quick Bites,"Fast Food, Rolls",350,Delivery,JP Nagar
Mother's Rasoi Family Restaurant,True,False,3.4,64,Bannerghatta Road,Quick Bites,North Indian,200,Delivery,JP Nagar
Donne Biriyani combos,True,False,,0,Kumaraswamy Layout,Casual Dining,Biryani,400,Delivery,JP Nagar
Chavadi,True,True,4.4,2241,Bannerghatta Road,"Casual Dining, Bar","Continental, North Indian, Pizza, Italian",1200,Delivery,JP Nagar
Vakulaa Veg Restaurant,True,False,3.9,52,Jayanagar,Quick Bites,"South Indian, North Indian",200,Delivery,JP Nagar
Slurpy Shakes,True,False,,0,BTM,Delivery,Beverages,300,Delivery,JP Nagar
Fanoos Xprss,True,False,3.7,54,Jayanagar,Quick Bites,"Arabian, Rolls, North Indian, BBQ",400,Delivery,JP Nagar
Healthie,True,False,3.3,4,JP Nagar,Delivery,"Healthy Food, Beverages",600,Delivery,JP Nagar
Tasty Point,True,False,3.3,9,Bannerghatta Road,Delivery,"Burger, Sandwich, Finger Food",300,Delivery,JP Nagar
Bhavani Chats N Juice,True,False,3.9,92,Jayanagar,Quick Bites,"Beverages, Street Food",200,Delivery,JP Nagar
Momo King,True,False,,0,Bannerghatta Road,Quick Bites,"Momos, Fast Food",200,Delivery,JP Nagar
Bake Addiction,True,False,4.1,91,JP Nagar,Bakery,"Bakery, Desserts",500,Delivery,JP Nagar
Shawarma Inc,True,False,3.3,6,Bannerghatta Road,Food Court,"Rolls, Lebanese",250,Delivery,JP Nagar
Ambur Biryani,True,False,,0,Koramangala 8th Block,Quick Bites,Biryani,200,Delivery,JP Nagar
More Pizza,True,False,3.8,46,JP Nagar,Quick Bites,Pizza,450,Delivery,JP Nagar
Pizza Stop,True,False,3.9,386,JP Nagar,Quick Bites,"Pizza, Italian",600,Delivery,JP Nagar
Ice Cafe & Lassi Shop,True,False,3.7,27,BTM,Beverage Shop,"Beverages, Juices",100,Delivery,JP Nagar
WOW! Momo,True,False,2.8,91,BTM,Quick Bites,"Tibetan, Momos",400,Delivery,JP Nagar
Go Native,True,True,4.3,1265,Jayanagar,"Casual Dining, Cafe","Healthy Food, Cafe, Beverages",800,Delivery,JP Nagar
Shree Guru Raghavendra Chats Chintamani Special,True,False,3.6,26,Bannerghatta Road,Quick Bites,"Street Food, Fast Food",200,Delivery,JP Nagar
Bean D'er Cafe,True,False,3.4,8,JP Nagar,Quick Bites,"Tamil, Fast Food",250,Delivery,JP Nagar
Delhi Biryani Cafe,True,False,3.5,10,BTM,Quick Bites,"North Indian, Biryani",250,Delivery,JP Nagar
Five Star Chicken,True,False,3.3,100,Bannerghatta Road,Quick Bites,"Fast Food, Burger",250,Delivery,JP Nagar
Rooftop Cafe,True,False,4.1,799,Jayanagar,Cafe,"Cafe, Fast Food, Beverages",400,Delivery,JP Nagar
Cucumber Town,True,False,4.2,309,BTM,Delivery,"Kerala, North Indian",600,Delivery,JP Nagar
The Egg Factory,True,False,4.0,1310,JP Nagar,Casual Dining,"Continental, American",750,Delivery,JP Nagar
Sandwich Hub,True,False,3.4,11,Jayanagar,Quick Bites,"Fast Food, Sandwich",300,Delivery,JP Nagar
LIT Gastro Pub,True,True,3.7,205,Jayanagar,Pub,"Chinese, Continental, Burger, Pizza",1000,Delivery,JP Nagar
Sai Abhiruchi,True,False,3.8,338,BTM,Casual Dining,"Andhra, North Indian, Biryani",800,Delivery,JP Nagar
Vinaya Coffee Moments,True,False,3.8,46,JP Nagar,Cafe,"Burger, Cafe, Desserts, Sandwich, Italian",450,Delivery,JP Nagar
Punjabi Swag,True,False,3.9,671,BTM,Casual Dining,North Indian,500,Delivery,JP Nagar
WAFL,True,False,4.0,41,Bannerghatta Road,Food Court,"Cafe, Fast Food, Desserts, Beverages",400,Delivery,JP Nagar
Sukh Sagar,True,False,3.8,156,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,Delivery,JP Nagar
Drunken Monkey,True,False,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,Delivery,JP Nagar
Anda Ka Funda,True,False,3.3,90,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls",250,Delivery,JP Nagar
Asha Sweets Centre,True,False,3.9,42,JP Nagar,Dessert Parlor,"Mithai, Street Food",250,Delivery,JP Nagar
Ande Ka Funda,True,False,3.3,117,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food, Rolls",250,Delivery,JP Nagar
Innerchef,True,False,,0,JP Nagar,Delivery,"North Indian, Continental",500,Delivery,JP Nagar
Jayanagara Donne Biryani,True,False,3.6,60,Jayanagar,Quick Bites,"Biryani, South Indian",400,Delivery,JP Nagar
Hotel Khaaja,True,False,3.1,70,Bannerghatta Road,Quick Bites,"Biryani, Fast Food",250,Delivery,JP Nagar
Roots n Fruits,True,False,3.6,13,JP Nagar,Beverage Shop,"Beverages, Juices, Healthy Food",250,Delivery,JP Nagar
Zeeshan,True,False,3.1,320,JP Nagar,Casual Dining,"North Indian, Kebab, Biryani, Rolls",700,Delivery,JP Nagar
Machali Port,True,False,3.9,34,JP Nagar,Casual Dining,"Mangalorean, Seafood, North Indian",750,Delivery,JP Nagar
Big Mishra Pedha,True,False,3.3,7,Bannerghatta Road,Sweet Shop,"Mithai, Desserts, Fast Food",300,Delivery,JP Nagar
Mad Over Donuts,True,False,3.1,17,Bannerghatta Road,Dessert Parlor,"Bakery, Desserts, Beverages",450,Delivery,JP Nagar
Brundhavana Pure Veg,True,False,3.7,98,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese, Beverages",500,Delivery,JP Nagar
The Food Cottage,True,False,3.7,48,BTM,Quick Bites,"Hyderabadi, North Indian",350,Delivery,JP Nagar
Asharfilal,True,False,3.6,11,Bannerghatta Road,Dessert Parlor,Desserts,150,Delivery,JP Nagar
Big Mishra Pedha,True,False,2.9,23,Jayanagar,Sweet Shop,Mithai,250,Delivery,JP Nagar
Kaapi Kendra,True,False,3.7,16,Jayanagar,Quick Bites,South Indian,100,Delivery,JP Nagar
Dhabeliwala,True,False,3.8,44,JP Nagar,Kiosk,"Street Food, Beverages, Gujarati",250,Delivery,JP Nagar
Rock Stone Ice Cream Factory,True,False,4.0,130,BTM,Dessert Parlor,Ice Cream,230,Delivery,JP Nagar
Meat And Eat,True,False,3.7,81,JP Nagar,Quick Bites,"Fast Food, Burger",500,Delivery,JP Nagar
Dakshin Cafe,True,False,4.1,140,JP Nagar,Quick Bites,South Indian,100,Delivery,JP Nagar
World In A Bowl,True,False,,0,JP Nagar,Delivery,"Continental, North Indian, Desserts, Beverages",600,Delivery,JP Nagar
Udupi Upachar,True,False,3.4,7,Banashankari,Quick Bites,"South Indian, North Indian",500,Delivery,JP Nagar
Sandwich Mama's And Frozen Monster,True,False,3.8,55,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250,Delivery,JP Nagar
Bun Town,True,False,4.0,204,BTM,"Cafe, Bakery","Cafe, Bakery",500,Delivery,JP Nagar
Ovenstory Pizza,True,False,3.8,122,Bommanahalli,Delivery,Pizza,750,Delivery,JP Nagar
Guru Palace,True,False,3.1,106,Bannerghatta Road,Casual Dining,"Chinese, North Indian",450,Delivery,JP Nagar
Natural Mumbai Kulfi,True,False,3.5,8,BTM,Dessert Parlor,Ice Cream,130,Delivery,JP Nagar
The Bong Palate,True,False,3.8,61,BTM,Quick Bites,"Bengali, North Indian, Chinese",300,Delivery,JP Nagar
YumYumDilli,True,False,,0,JP Nagar,Delivery,North Indian,500,Delivery,JP Nagar
Karma Kaapi,True,False,4.4,181,Jayanagar,Beverage Shop,"Beverages, Tea",250,Delivery,JP Nagar
Kolkata Famous Kati Rolls,True,False,3.1,25,Bannerghatta Road,"Takeaway, Delivery","Fast Food, Rolls",100,Delivery,JP Nagar
Ice Cream Works,True,False,4.1,193,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",300,Delivery,JP Nagar
Baskin Robbins,True,False,3.6,25,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",250,Delivery,JP Nagar
Ivy,True,False,3.8,210,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600,Delivery,JP Nagar
World Of Asia,True,False,,0,BTM,Quick Bites,Asian,300,Delivery,JP Nagar
Bake Delite,True,False,3.7,18,Kumaraswamy Layout,"Bakery, Quick Bites","Bakery, Fast Food",400,Delivery,JP Nagar
YumYumSouth,True,False,,0,JP Nagar,Delivery,South Indian,600,Delivery,JP Nagar
Wangs Kitchen,True,False,2.8,39,JP Nagar,Casual Dining,Chinese,1000,Delivery,JP Nagar
Waffle Stories,True,False,4.0,71,BTM,Dessert Parlor,"Desserts, Beverages",300,Delivery,JP Nagar
Bottle Genie,True,False,,0,BTM,"Takeaway, Delivery",Beverages,350,Delivery,JP Nagar
Kaizen Wellness Kitchen,True,False,3.7,37,JP Nagar,Casual Dining,"Asian, Continental, European",800,Delivery,JP Nagar
The Fiery Indian Kitchen,True,False,3.5,9,Kanakapura Road,Casual Dining,"Andhra, North Indian, Chinese",600,Delivery,JP Nagar
Magic Meals,True,False,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400,Delivery,JP Nagar
Rajathadri Food Fort,True,False,4.0,467,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Delivery,JP Nagar
Bubblewrap Waffle Co.,True,False,4.4,359,Jayanagar,Dessert Parlor,"Desserts, Beverages",400,Delivery,JP Nagar
Chef Baker's,True,False,3.6,23,Bannerghatta Road,"Bakery, Quick Bites",Bakery,450,Delivery,JP Nagar
Sri Rajasthani Foods,True,False,3.6,10,JP Nagar,Quick Bites,"Rajasthani, North Indian",200,Delivery,JP Nagar
Kalpavruksha,True,False,3.9,99,Bannerghatta Road,Quick Bites,"South Indian, North Indian",300,Delivery,JP Nagar
Burrito Boys,True,False,3.0,6,Bannerghatta Road,"Food Court, Quick Bites","Mexican, Tex-Mex",400,Delivery,JP Nagar
INDULGE by InnerChef,True,False,,0,JP Nagar,Bakery,"Desserts, Bakery",400,Delivery,JP Nagar
Pallavas Veg Cuisine,True,False,3.7,46,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",600,Delivery,JP Nagar
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,True,False,,0,JP Nagar,Delivery,Continental,500,Delivery,JP Nagar
The Coastal Crew by Fujian on 24th,True,True,4.2,1033,JP Nagar,"Casual Dining, Bar","Chinese, Thai, Seafood, North Indian, Momos",1100,Delivery,JP Nagar
Two Friends Cauldron,True,True,4.1,459,JP Nagar,Casual Dining,"Continental, Italian, American",700,Delivery,JP Nagar
Bombay Kulfi,True,False,3.7,41,JP Nagar,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,JP Nagar
Salut,True,True,4.1,446,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200,Delivery,JP Nagar
Mr. Meetharam,True,False,3.2,34,JP Nagar,Quick Bites,"Mithai, Street Food",150,Delivery,JP Nagar
Crumb Together,True,True,4.1,590,JP Nagar,"Casual Dining, Bar","Continental, Finger Food, North Indian, Chinese",1200,Delivery,JP Nagar
Juicy Momos,True,False,3.1,21,Bannerghatta Road,Food Court,"Tibetan, Momos",250,Delivery,JP Nagar
Lassi Cafe,True,False,3.4,16,Bannerghatta Road,Beverage Shop,"Beverages, Ice Cream",150,Delivery,JP Nagar
Dessi Cuppa,True,False,3.4,5,BTM,"Quick Bites, Beverage Shop","Beverages, Fast Food",300,Delivery,JP Nagar
RK Fresh Food,True,False,3.5,13,BTM,Quick Bites,Fast Food,300,Delivery,JP Nagar
North Rasoe,True,False,3.1,6,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery,JP Nagar
Naati Manae,True,False,3.1,10,JP Nagar,Food Court,"South Indian, Biryani",500,Delivery,JP Nagar
Sri Sapana Dhaba,True,False,3.4,9,BTM,Quick Bites,North Indian,250,Delivery,JP Nagar
Speedbreaker,True,False,3.4,14,BTM,Quick Bites,North Indian,300,Delivery,JP Nagar
Street Foods by Punjab Grill,True,False,3.6,19,Bannerghatta Road,Food Court,"Street Food, North Indian, Beverages",800,Delivery,JP Nagar
Bikaneri Sweets,True,False,3.4,19,Bannerghatta Road,Sweet Shop,"Mithai, Street Food",250,Delivery,JP Nagar
Navami,True,False,3.5,80,Jayanagar,Casual Dining,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",750,Delivery,JP Nagar
SLV Ragigudda,True,False,,0,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,JP Nagar
Sri Krishna Sagar,True,False,3.4,19,Kanakapura Road,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,JP Nagar
The Chocolate Room,True,False,3.9,153,JP Nagar,Food Court,"Cafe, Desserts",400,Delivery,JP Nagar
Tempteys,True,False,4.2,249,BTM,"Dessert Parlor, Beverage Shop",Beverages,500,Delivery,JP Nagar
The little Kitchen,True,False,3.4,5,JP Nagar,Quick Bites,"Chinese, North Indian",300,Delivery,JP Nagar
Trippy Paradise,True,False,2.6,60,BTM,Cafe,Cafe,900,Delivery,JP Nagar
Nadan Thattukada,True,False,3.7,35,BTM,Quick Bites,"Kerala, Chinese",200,Delivery,JP Nagar
North Chinese Centre,True,False,,0,Bannerghatta Road,Quick Bites,"Chinese, North Indian",250,Delivery,JP Nagar
Krishna Vaibhava,True,False,3.5,40,BTM,Casual Dining,"North Indian, South Indian",350,Delivery,JP Nagar
City Cafe,True,False,3.3,4,JP Nagar,"Beverage Shop, Quick Bites","Beverages, Juices, Fast Food, Rolls",200,Delivery,JP Nagar
The Chervil,True,False,4.1,232,JP Nagar,Casual Dining,"North Indian, Continental",1000,Delivery,JP Nagar
The Arabian Nights,True,False,2.6,51,BTM,"Takeaway, Delivery","Arabian, North Indian, Chinese",300,Delivery,JP Nagar
Lassi Spot,True,False,3.3,4,Kumaraswamy Layout,Beverage Shop,,100,Delivery,JP Nagar
The London Shakes,True,False,,0,BTM,Beverage Shop,"Beverages, Fast Food, Italian",400,Delivery,JP Nagar
Krazzy Folds,True,True,4.3,1907,Jayanagar,Cafe,"Cafe, Continental, Sandwich, Beverages",800,Delivery,JP Nagar
Shake It Off,True,False,4.4,658,Jayanagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",600,Delivery,JP Nagar
Hatti Kaapi,True,False,4.0,89,Jayanagar,Quick Bites,"South Indian, Beverages",200,Delivery,JP Nagar
Alif Restaurant,True,False,3.6,27,JP Nagar,Casual Dining,"North Indian, Chinese",600,Delivery,JP Nagar
Thyme & Whisk,True,False,3.9,74,Jayanagar,Casual Dining,"Asian, Chinese, Continental, Italian",800,Delivery,JP Nagar
Maiyas,True,False,4.0,1781,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,Delivery,JP Nagar
Cafe Zuppa,True,False,,0,JP Nagar,Cafe,"Cafe, Pizza, Fast Food",450,Delivery,JP Nagar
Food Point,True,False,3.5,32,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery,JP Nagar
Checkpost,True,False,4.1,956,JP Nagar,Casual Dining,"South Indian, Seafood, North Indian, Beverages",600,Delivery,JP Nagar
Roll Wala,True,False,3.3,7,JP Nagar,"Takeaway, Delivery","Rolls, Juices",300,Delivery,JP Nagar
Garden Fresh,True,False,3.9,51,BTM,Beverage Shop,"Healthy Food, Juices",200,Delivery,JP Nagar
Angel Restaurant,True,False,2.8,165,Bannerghatta Road,Quick Bites,"Kerala, South Indian, North Indian",450,Delivery,JP Nagar
Chaat Cafee,True,False,,0,JP Nagar,Quick Bites,"Street Food, Juices",150,Delivery,JP Nagar
Gappe,True,False,3.8,32,Bannerghatta Road,Kiosk,Street Food,200,Delivery,JP Nagar
Lyengar's Cakes N Cookies,True,False,,0,Bannerghatta Road,Bakery,"Bakery, Desserts",400,Delivery,JP Nagar
Cafe Ajfan,True,False,4.2,265,Jayanagar,Cafe,"Cafe, Continental, Beverages",700,Delivery,JP Nagar
Tandoori Bytes,True,False,3.6,60,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery,JP Nagar
Ghee Biryani House,True,False,3.1,7,BTM,Quick Bites,"North Indian, Biryani, Chinese, Arabian",400,Delivery,JP Nagar
Baba Chatkora,False,False,,0,JP Nagar,Casual Dining,North Indian,1000,Delivery,JP Nagar
Miss Momo,True,False,3.2,12,BTM,Quick Bites,"Tibetan, Momos",250,Delivery,JP Nagar
Thanco's Natural Ice Cream,True,False,3.6,28,BTM,Dessert Parlor,"Ice Cream, Desserts",450,Delivery,JP Nagar
Intalia,True,False,3.6,323,Bannerghatta Road,Food Court,"Pizza, Italian",800,Delivery,JP Nagar
Chai Kraft,True,False,4.1,30,Jayanagar,Beverage Shop,"Beverages, Tea",100,Delivery,JP Nagar
I Cool,True,False,4.0,77,JP Nagar,Quick Bites,"Juices, Fast Food",150,Delivery,JP Nagar
Hot Burg,True,False,3.5,51,Bannerghatta Road,Quick Bites,"Fast Food, Juices",200,Delivery,JP Nagar
Supreme Biryani,True,False,,0,South Bangalore,"Takeaway, Delivery",Biryani,400,Delivery,JP Nagar
Chinese House,True,False,2.8,19,Jayanagar,Quick Bites,"Chinese, Thai, Momos",300,Delivery,JP Nagar
Woodee Pizza,True,False,2.7,85,JP Nagar,Cafe,"Cafe, Pizza, Fast Food, Beverages",500,Delivery,JP Nagar
City Durbar,True,False,3.7,72,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani",450,Delivery,JP Nagar
Ibaco,True,False,4.0,129,Jayanagar,Dessert Parlor,Desserts,300,Delivery,JP Nagar
Snack Knack,True,False,3.0,36,BTM,Quick Bites,"North Indian, Chinese",200,Delivery,JP Nagar
On The Nose,True,False,3.8,614,BTM,Cafe,"Cafe, Italian, Mexican, Chinese",600,Delivery,JP Nagar
Crunchy Nights,True,False,3.7,28,BTM,Delivery,"North Indian, Chinese, Continental",350,Delivery,JP Nagar
Y Not Restaurant,True,False,3.0,4,JP Nagar,"Takeaway, Delivery",Fast Food,300,Delivery,JP Nagar
Lassi Shop,True,False,,0,JP Nagar,Dessert Parlor,"Ice Cream, Beverages",80,Delivery,JP Nagar
Panther Cafe,True,False,3.5,8,BTM,Beverage Shop,Beverages,200,Delivery,JP Nagar
Mug N Bean,True,False,3.9,247,Jayanagar,Cafe,"Cafe, Continental, Italian, Burger",400,Delivery,JP Nagar
Juicy & Spicy,True,False,3.2,7,JP Nagar,"Quick Bites, Beverage Shop","Bakery, Fast Food",150,Delivery,JP Nagar
Mockaholic Restro Beer Cafe,True,False,3.9,914,JP Nagar,Bar,"North Indian, Chinese, Pizza, BBQ",1000,Delivery,JP Nagar
Vinaya Cafe,True,False,3.7,55,JP Nagar,Quick Bites,"South Indian, Street Food, Juices",200,Delivery,JP Nagar
The Krishna Grand Xpress,True,False,4.0,137,Jayanagar,Quick Bites,"South Indian, Fast Food",350,Delivery,JP Nagar
Bakers Town,True,False,3.8,77,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",600,Delivery,JP Nagar
Kirthi's Biryani,True,False,3.8,145,Banashankari,Cafe,"Chinese, Cafe, Italian",700,Delivery,JP Nagar
Funky Punjab,True,False,3.9,410,JP Nagar,Casual Dining,"North Indian, Chinese",500,Delivery,JP Nagar
World of Waffles,True,False,3.9,181,JP Nagar,Dessert Parlor,Desserts,400,Delivery,JP Nagar
Me And My Cake,True,False,3.1,8,JP Nagar,Takeaway,"Bakery, Desserts",500,Delivery,JP Nagar
Chination,True,False,,0,Kumaraswamy Layout,Delivery,Chinese,600,Delivery,JP Nagar
Paratha Plaza,True,False,3.8,171,JP Nagar,Quick Bites,North Indian,250,Delivery,JP Nagar
Kettle & Kegs,True,False,3.3,4,Bannerghatta Road,Delivery,"Tea, Beverages",200,Delivery,JP Nagar
Indian Desi Momo,True,False,,0,Bommanahalli,Takeaway,Momos,200,Delivery,JP Nagar
Udupi Sri Krishna Cafe,True,False,3.9,14,Jayanagar,Casual Dining,"North Indian, South Indian",600,Delivery,JP Nagar
Berrylicious,True,False,3.8,89,JP Nagar,Dessert Parlor,"Ice Cream, Desserts, Bakery",400,Delivery,JP Nagar
Taste Of Kolkata,True,False,3.1,59,BTM,Quick Bites,"Bengali, Chinese, Rolls",400,Delivery,JP Nagar
Dr. Sheesha,False,True,4.1,1445,JP Nagar,Cafe,"Cafe, Chinese, Continental, Italian",800,Delivery,JP Nagar
Just Bunny,True,False,3.5,11,Jayanagar,Quick Bites,Fast Food,200,Delivery,JP Nagar
The Foodyz,True,False,3.7,43,JP Nagar,Quick Bites,"North Indian, Chinese",500,Delivery,JP Nagar
Prawn Crunch,True,False,3.2,7,BTM,Quick Bites,"Fast Food, Seafood",400,Delivery,JP Nagar
The Kitchen,True,False,,0,JP Nagar,Casual Dining,"Andhra, Biryani, Mughlai",800,Delivery,JP Nagar
Nourich,True,True,,0,JP Nagar,Casual Dining,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800,Delivery,JP Nagar
